Style,Category,Artist,Title,Image URL,Art (image+title): agreeableness,Art (image+title): anger,Art (image+title): anticipation,Art (image+title): arrogance,Art (image+title): disagreeableness,Art (image+title): disgust,Art (image+title): fear,Art (image+title): gratitude,Art (image+title): happiness,Art (image+title): humility,Art (image+title): love,Art (image+title): optimism,Art (image+title): pessimism,Art (image+title): regret,Art (image+title): sadness,Art (image+title): shame,Art (image+title): shyness,Art (image+title): surprise,Art (image+title): trust,Art (image+title): neutral,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral,TitleOnly: agreeableness,TitleOnly: anger,TitleOnly: anticipation,TitleOnly: arrogance,TitleOnly: disagreeableness,TitleOnly: disgust,TitleOnly: fear,TitleOnly: gratitude,TitleOnly: happiness,TitleOnly: humility,TitleOnly: love,TitleOnly: optimism,TitleOnly: pessimism,TitleOnly: regret,TitleOnly: sadness,TitleOnly: shame,TitleOnly: shyness,TitleOnly: surprise,TitleOnly: trust,TitleOnly: neutral
Post Renaissance Art,Baroque,Caravaggio,Young Sick Bacchus,https://uploads1.wikiart.org/images/louis-schanker/green-forms-1957.jpg,0,0,0.091,0.182,0,0,0.273,0,0.273,0.182,0,0.182,0.091,0,0.273,0.091,0,0,0.182,0,0,0,0,0.091,0,0,0.091,0.091,0.545,0.182,0,0.364,0.091,0,0.091,0.091,0,0,0.182,0,0,0,0,0,0,0.091,0.273,0,0,0,0,0.091,0.182,0.091,0.364,0.091,0,0.091,0.091,0
Modern Art,Expressionism,Wojciech Weiss,Radiant Sunset,https://uploads7.wikiart.org/images/sam-francis/dream-it-is-1963.jpg,0.091,0,0.182,0.091,0,0,0,0.182,0.636,0.273,0.273,0.364,0,0,0.091,0,0,0.182,0.091,0,0,0,0.091,0.091,0,0,0,0,0.636,0.091,0.182,0.273,0,0,0,0,0,0.091,0.091,0,0.091,0,0.182,0.091,0,0,0,0.182,0.818,0.182,0.182,0.273,0,0,0,0,0,0.182,0.182,0
Modern Art,Abstract Art,Paul Klee,Highway and byways,https://uploads8.wikiart.org/images/rosalyn-drexler/love-and-violence-1963.jpg,0.154,0,0.154,0,0.077,0.154,0,0,0.154,0.077,0.077,0.077,0.154,0,0,0,0,0.308,0.154,0,0.154,0,0.231,0,0.077,0.231,0.077,0.077,0.154,0.077,0,0.077,0.077,0.077,0,0,0,0.462,0,0,0.231,0,0.385,0,0.077,0,0,0,0.154,0.154,0,0.154,0.077,0,0,0,0,0.231,0,0
Modern Art,Pop Art,Eduardo Paolozzi,Meet the People,https://uploads2.wikiart.org/images/corneille/red-bird-1978.jpg,0.182,0,0.364,0.091,0,0.091,0,0,0.273,0.091,0.091,0.273,0,0,0,0,0.091,0.364,0.182,0,0.091,0,0.545,0.091,0,0.091,0,0,0.455,0.091,0,0.273,0,0,0,0,0,0.364,0,0,0.091,0,0.273,0,0,0.091,0,0,0.182,0.091,0,0.364,0,0,0,0,0,0.182,0,0
Modern Art,Surrealism,Edward Wadsworth,Seaport,https://uploads1.wikiart.org/images/pierre-auguste-renoir/pink-and-blue-1881.jpg,0.1,0,0.3,0,0,0,0,0.1,0.4,0.4,0,0.3,0,0,0.3,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0.5,0.2,0,0.2,0.1,0,0.3,0,0,0.1,0.2,0,0.1,0,0.3,0,0,0,0,0.1,0.5,0.2,0,0.2,0,0,0,0,0,0.1,0.1,0
Post Renaissance Art,Realism,Briton Riviere,The Long Sleep,https://uploads8.wikiart.org/images/georges-braque/the-bowl-of-grapes-1926.jpg,0.027,0,0.068,0,0.027,0,0.041,0.068,0.37,0.288,0.438,0.096,0.014,0.027,0.288,0.027,0,0.11,0.247,0,0.041,0,0.096,0.014,0.014,0,0.014,0.082,0.384,0.37,0.507,0.068,0.014,0.014,0.192,0,0.014,0.041,0.301,0,0,0,0.151,0,0.027,0.027,0.082,0.041,0.356,0.192,0.11,0.082,0,0,0.233,0,0.027,0.123,0.082,0
Post Renaissance Art,Baroque,Anthony van Dyck,Samson and Delilah,https://uploads8.wikiart.org/images/bradley-walker-tomlin/number-20-1949-1.jpg,0.1,0,0.2,0,0.1,0.1,0.2,0.1,0,0.2,0.2,0.1,0.1,0.1,0.6,0.1,0.1,0.2,0.2,0,0.2,0,0.1,0,0,0,0.4,0,0.2,0.1,0.3,0.1,0,0,0.7,0.1,0,0.2,0.3,0,0.1,0,0.3,0.1,0.2,0,0.1,0.1,0.1,0,0.6,0.1,0,0,0,0.1,0,0.1,0.3,0
Modern Art,Cubism,M. H. Maxy,Electric Madonna,https://uploads0.wikiart.org/images/edgar-degas/the-cotton-exchange-new-orleans-1873.jpg,0,0,0.4,0.2,0,0,0,0,0.2,0,0.1,0.1,0,0,0.1,0,0,0.6,0.2,0,0,0,0.3,0.2,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.7,0.3,0,0,0,0.3,0,0,0,0,0,0.4,0,0.1,0.2,0,0,0,0,0,0.4,0.3,0
Modern Art,Expressionism,Gabriele Munter,Portrait Of Wassily Kandinsky,https://uploads0.wikiart.org/images/giovanni-bellini/naked-young-woman-in-front-of-the-mirror.jpg,0.091,0,0.182,0.455,0.091,0,0.091,0.091,0,0.273,0,0,0,0,0,0,0,0,0.545,0,0.091,0,0.182,0.364,0,0.091,0.091,0.091,0.091,0.273,0,0,0,0,0,0,0,0.091,0.455,0,0.091,0,0.364,0,0,0,0.091,0.182,0.182,0.182,0,0,0,0.091,0,0,0,0.091,0.455,0.182
Modern Art,Neo-Expressionism,Georg Baselitz,Dresdner Frauen-Karla,https://uploads2.wikiart.org/images/hans-bellmer/the-machine-gunneress-in-a-state-of-grace-1937.jpg,0.091,0,0.364,0,0,0.182,0,0,0,0.091,0,0,0,0,0.182,0,0,0.182,0.273,0,0,0,0.455,0,0,0.182,0,0,0.091,0,0.091,0,0,0,0.182,0,0,0.182,0.273,0,0,0,0.556,0,0,0.111,0,0,0,0.111,0,0,0,0,0,0,0,0.111,0.222,0.111
Modern Art,Lyrical Abstraction,Sam Francis,Hail Hailey,https://uploads5.wikiart.org/images/meijer-de-haan/still-life-with-a-profile-of-mimi-1890.jpg,0,0,0.273,0,0.091,0.273,0,0.091,0.182,0,0,0.091,0,0.091,0,0.091,0.091,0.455,0,0,0,0,0.273,0,0.091,0.273,0,0,0,0.091,0,0.182,0,0,0,0.091,0,0.455,0.091,0,0,0.091,0.455,0,0.182,0.182,0,0.091,0.182,0.091,0,0.091,0.091,0,0,0,0,0.273,0,0.091
Modern Art,"Abstract Art,Cubism",Willi Baumeister,Chess Players III,https://uploads8.wikiart.org/images/richard-wilson/a-view-of-the-tiber-with-rome-in-the-distance-1775.jpg,0,0,0.7,0,0,0,0,0,0.2,0.1,0,0.2,0,0,0,0,0,0.5,0.3,0,0,0,0.6,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0.6,0.1,0,0,0,0.4,0,0,0,0,0,0.5,0.3,0.1,0.3,0,0,0,0,0,0.1,0.2,0
Modern Art,Magic Realism,Pierre Roy,A Naturalist&#39;s Study,https://uploads2.wikiart.org/images/wladyslaw-strzeminski/powidok-s-o-ca-1949.jpg,0.091,0,0.364,0.091,0,0.182,0.091,0.091,0.273,0.182,0.091,0.273,0.091,0,0,0,0,0.091,0.091,0,0,0,0.364,0.091,0,0.091,0.091,0,0.364,0.182,0.091,0.091,0.091,0,0,0.091,0,0,0.091,0,0.091,0,0,0.091,0,0.091,0,0.091,0.364,0.273,0.091,0.273,0.091,0,0.091,0.091,0,0.091,0.182,0.091
Modern Art,Neo-Expressionism,Romare Bearden,Carolina Morning,https://uploads2.wikiart.org/images/caravaggio/young-sick-bacchus(1).jpg,0.1,0,0.4,0,0,0.1,0,0,0.5,0.4,0.1,0.2,0,0,0,0,0,0.2,0.3,0,0,0,0.3,0,0,0.1,0,0,0.3,0.3,0.1,0.1,0,0,0.1,0,0,0.3,0.1,0,0,0,0.4,0,0,0,0,0,0.2,0.1,0.1,0.4,0,0,0,0,0,0.1,0.2,0
Post Renaissance Art,Rococo,Bernardo Bellotto,"The Ruins of the old Kreuzkirche, Dresden",https://uploads4.wikiart.org/00145/images/wojciech-weiss/radiant-sunset-1902.jpg,0,0,0.333,0,0.083,0,0.167,0.083,0.083,0.25,0,0,0,0.083,0.333,0,0,0.167,0.333,0,0,0,0.25,0,0.083,0,0.167,0,0,0.167,0.083,0.083,0,0,0.25,0,0,0.25,0.333,0,0,0.083,0.333,0,0.083,0,0.083,0,0,0.083,0,0,0,0.083,0.417,0,0,0.167,0.167,0
Post Renaissance Art,Rococo,Giovanni Domenico Tiepolo,"Peasant Family at Table, from the Room of Rustic Scenes, in the Foresteria (Guesthouse)",https://uploads6.wikiart.org/images/paul-klee/highway-and-byways-1929(1).jpg,0.067,0.067,0.067,0,0,0,0,0.067,0.6,0.667,0.2,0.067,0.067,0,0.067,0,0.067,0.133,0.067,0,0,0,0.067,0,0.067,0,0,0.067,0.467,0.667,0.067,0.133,0.067,0,0.067,0,0,0.133,0.067,0,0,0,0.2,0.067,0,0,0.067,0,0.267,0.6,0.133,0.067,0,0,0,0,0,0.2,0.133,0
Modern Art,Abstract Expressionism,David Smith,Hudson River Landscape,https://uploads7.wikiart.org/images/eduardo-paolozzi/meet-the-people-1948.jpg,0,0,0.273,0,0,0.091,0.182,0,0.091,0.182,0,0,0,0,0.091,0.091,0,0.364,0.091,0,0,0,0.455,0,0,0,0.091,0,0,0.091,0,0,0,0,0.091,0.091,0,0.636,0,0,0,0,0,0,0,0,0.091,0.091,0.545,0.182,0.091,0.091,0,0,0.091,0.091,0,0,0,0.182
Modern Art,Cubism,Paul Klee,Senecio,https://uploads8.wikiart.org/images/edward-wadsworth/seaport-1923.jpg,0,0,0.3,0,0,0.1,0,0.1,0.1,0.2,0,0.3,0,0,0,0,0,0.5,0.1,0,0,0,0.4,0,0,0.1,0,0,0.1,0,0,0.3,0.1,0,0,0,0,0.4,0.1,0,0,0,0.25,0,0,0.25,0,0,0.125,0.25,0,0.125,0,0,0,0,0,0.125,0,0
Modern Art,Post-Impressionism,Medardo Rosso,Carne altrui,https://uploads4.wikiart.org/images/briton-riviere/the-long-sleep-1868.jpg,0.014,0.014,0.116,0,0,0.261,0.246,0.043,0.014,0.058,0.014,0,0.101,0.217,0.377,0.13,0,0.13,0.116,0,0.014,0.029,0.101,0.014,0,0.217,0.203,0.014,0.014,0.087,0,0,0.116,0.13,0.435,0.159,0.014,0.188,0.058,0,0.031,0.016,0.281,0.031,0,0.109,0.094,0.031,0.109,0.047,0.063,0.031,0.031,0.047,0.156,0.031,0.063,0.172,0.047,0.016
Post Renaissance Art,Baroque,Guido Reni,The Archangel Michael defeating Satan,https://uploads1.wikiart.org/images/anthony-van-dyck/samson-and-delilah-1620.jpg,0.1,0.2,0,0.1,0,0,0.3,0,0.1,0.1,0,0.2,0,0,0,0,0.1,0,0.6,0,0,0.1,0.1,0,0.1,0,0.2,0.1,0.1,0.1,0,0.2,0.1,0,0.1,0,0,0,0.7,0,0.1,0,0,0,0,0,0.1,0.1,0.3,0,0,0.3,0,0,0,0,0,0,0.8,0
Modern Art,Expressionism,Richard Gerstl,Schonberg Family,https://uploads7.wikiart.org/images/max-herman-maxy/electric-madonna-1926.jpg,0,0,0,0,0,0.182,0.091,0,0.727,0.182,0.455,0.091,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0.182,0.091,0,0.545,0.273,0.455,0.091,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0.545,0.182,0.364,0,0,0,0,0,0,0,0.182,0
Post Renaissance Art,Realism,Fyodor Vasilyev,After a Rain. Country Road,https://uploads2.wikiart.org/images/gabriele-munter/portrait-of-wassily-kandinsky-1906.jpg,0,0,0.1,0,0,0,0,0,0.5,0.5,0,0.2,0.1,0,0.2,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.5,0.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0.1,0,0,0.4,0.1,0,0.1,0,0,0.1,0,0,0.1,0,0
Modern Art,Cubism,Marc Chagall,Over the town,https://uploads2.wikiart.org/images/georg-baselitz/dresdner-frauen-karla-1990.jpg,0,0,0.1,0,0,0,0,0,0.6,0.1,0.6,0.3,0,0,0,0,0,0.3,0.2,0,0,0,0.1,0,0,0,0,0,0.6,0,0.7,0.2,0,0,0,0,0,0.3,0.1,0,0,0,0.3,0,0,0,0,0,0.5,0.1,0.1,0,0,0,0,0,0,0.3,0.1,0.1
Modern Art,Expressionism,Oskar Kokoschka,Bride of the Wind,https://uploads7.wikiart.org/images/sam-francis/hail-hailey-1986.jpg,0,0,0,0,0,0,0,0,0.5,0.1,0.5,0.1,0.1,0,0.5,0,0.1,0.1,0,0,0,0,0.2,0,0,0,0.1,0,0.3,0,0.4,0.1,0.1,0.1,0.7,0.1,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0.5,0.1,0.1,0.2,0,0,0.3,0,0,0,0.1,0
Post Renaissance Art,Neoclassicism,John Gibson,Narcissus,https://uploads0.wikiart.org/images/willi-baumeister/chess-players-iii-1924.jpg,0.067,0,0.067,0.2,0.067,0,0.067,0,0.267,0.267,0.133,0.067,0,0.067,0.067,0,0,0.133,0.2,0,0,0,0.2,0.067,0,0,0,0.067,0.133,0.267,0.067,0.067,0.067,0,0.133,0.067,0,0.133,0.333,0,0.067,0,0.267,0.333,0,0,0,0,0.133,0.2,0.067,0.133,0.067,0,0,0,0.067,0.133,0.2,0
Renaissance Art,High Renaissance,Giovanni Antonio Boltraffio,Portrait of Gerolamo Casio,https://uploads6.wikiart.org/images/pierre-roy/a-naturalist-s-study-1928.jpg,0.1,0,0.1,0,0,0,0,0,0.2,0.3,0.1,0,0.1,0.1,0.2,0.1,0.4,0,0.4,0,0.1,0,0.1,0.1,0.1,0,0,0.1,0.2,0.1,0,0,0,0,0.1,0,0.3,0,0.3,0,0,0,0.3,0,0,0,0,0.1,0.2,0,0,0.1,0,0.1,0.1,0,0,0.1,0.3,0.1
Modern Art,"Cubism,Surrealism",Joan Miro,The Ear of Grain,https://uploads6.wikiart.org/images/romare-bearden/carolina-morning-1974.jpg,0,0,0.231,0,0,0.154,0,0.154,0.154,0.462,0,0,0.077,0,0.077,0,0,0.308,0,0,0.077,0,0.231,0.077,0.154,0.154,0.077,0.077,0.231,0.308,0,0.077,0,0.077,0,0,0.077,0.231,0,0,0.154,0,0.154,0,0,0.154,0,0.077,0,0.231,0.077,0,0,0,0.077,0,0,0.308,0.077,0.154
Modern Art,Pop Art,Richard Smith,PM Zoom,https://uploads6.wikiart.org/images/bernardo-bellotto/the-ruins-of-the-old-kreuzkirche-dresden-1765.jpg,0,0.091,0.636,0,0,0.091,0,0.091,0.182,0,0.091,0,0,0,0,0,0,0.273,0.091,0.091,0,0.091,0.545,0,0,0.091,0,0.091,0.182,0,0,0.091,0,0,0,0,0,0.364,0,0,0,0.091,0.455,0,0,0.182,0,0,0,0.091,0,0,0,0,0,0,0,0.182,0.091,0.182
Renaissance Art,High Renaissance,Andrea Solario,Man with a Pink Carnation,https://uploads3.wikiart.org/images/giovanni-domenico-tiepolo/peasant-family-at-table-from-the-room-of-rustic-scenes-in-the-foresteria-guesthouse-1757.jpg,0,0,0,0.3,0,0,0,0.1,0.3,0.2,0,0.3,0.1,0.1,0,0,0,0,0.6,0,0,0,0,0.4,0.1,0.1,0,0.3,0.1,0.2,0.1,0.2,0,0.1,0,0,0,0.1,0.7,0,0,0,0.5,0,0,0.1,0,0,0.1,0.1,0,0.1,0,0,0,0,0.1,0.1,0.4,0
Modern Art,Color Field Painting,Karl Benjamin,#14,https://uploads0.wikiart.org/images/david-smith/hudson-river-landscape-1951.jpg,0,0.1,0.3,0,0,0,0.1,0,0.1,0.2,0.1,0,0,0,0,0,0,0.4,0.1,0.1,0,0,0.4,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0.2,0.1,0.1,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4
Modern Art,Abstract Expressionism,Louis Schanker,Carnival,https://uploads4.wikiart.org/images/paul-klee/senecio-1922(1).jpg,0.1,0,0.4,0.1,0,0.2,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0.6,0,0,0,0,0.2,0,0.2,0.2,0.2,0.1,0,0,0.1,0.1,0.1,0,0.1,0,0,0.5,0,0,0.1,0,0.1,0,0.1,0,0,0,0.7,0.2,0,0.4,0.1,0,0.1,0,0,0.2,0,0
Post Renaissance Art,Realism,Gustave Courbet,A Burial at Ornans,https://uploads1.wikiart.org/images/medardo-rosso/carne-altrui-1883.jpg,0,0,0.1,0,0,0,0.1,0.1,0,0.2,0,0,0,0.1,0.7,0.1,0,0.1,0.5,0,0,0,0.1,0,0,0.1,0.1,0.1,0,0.2,0,0,0,0,0.4,0.1,0,0.1,0.6,0,0,0,0.2,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0,0.5,0,0,0.1,0.3,0
Modern Art,Surrealism,Xul Solar,Palacios en Br&#237;a,https://uploads5.wikiart.org/images/guido-reni/the-archangel-michael-defeating-satan-1635.jpg,0.167,0,0.417,0,0,0.083,0.083,0,0.167,0.25,0.083,0.167,0,0,0.083,0,0,0.25,0.083,0,0.167,0,0.333,0.083,0.083,0,0,0,0.25,0,0.083,0.167,0.083,0,0.083,0,0,0.333,0.167,0,0,0,0.417,0.167,0,0,0.083,0,0.167,0,0.083,0.083,0,0,0.083,0,0,0.417,0.167,0
Renaissance Art,Northern Renaissance,Jan van Eyck,The Arnolfini Wedding. The Portrait of Giovanni Arnolfini and his Wife Giovanna Cenami (The Arnolfini Marriage),https://uploads4.wikiart.org/images/richard-gerstl/schonberg-family(1).jpg,0.051,0.017,0.119,0.102,0.017,0.034,0.068,0.051,0.508,0.153,0.559,0.102,0.034,0.017,0.068,0,0.034,0.068,0.39,0,0.085,0,0.136,0.102,0,0.034,0.068,0.051,0.305,0.119,0.458,0.085,0.051,0.034,0.068,0,0.017,0.051,0.373,0,0.034,0,0.136,0.051,0,0.034,0,0.085,0.542,0.051,0.525,0.153,0.034,0.017,0.034,0,0.034,0.034,0.271,0
Post Renaissance Art,Neoclassicism,Ary Scheffer,Francesca Da Rimini,https://uploads7.wikiart.org/images/fyodor-vasilyev/after-a-rain-country-road-1869.jpg,0.091,0.091,0.091,0.091,0,0.091,0.091,0,0.364,0,0.727,0.091,0.091,0,0.091,0.091,0,0.091,0.273,0,0,0,0.091,0.091,0,0.091,0,0.091,0.455,0.091,0.727,0,0,0.091,0.091,0.091,0,0.091,0.182,0,0,0,0.3,0.1,0,0,0,0.1,0.1,0.3,0.2,0.1,0,0,0,0.1,0,0.1,0.4,0.1
Modern Art,Color Field Painting,Paul Feeley,Germanicus,https://uploads1.wikiart.org/images/marc-chagall/over-the-town-1918.jpg,0.013,0.013,0.276,0.026,0.039,0.053,0.053,0.013,0.079,0.079,0,0.118,0.026,0.013,0.066,0.039,0.013,0.382,0.118,0.039,0.08,0.013,0.307,0.013,0,0.04,0.013,0.027,0.053,0.067,0.013,0.08,0.053,0.013,0.04,0,0.027,0.413,0.053,0.04,0.042,0,0.338,0.085,0.042,0.028,0.042,0.014,0.085,0.07,0.042,0.099,0.028,0.028,0.014,0,0.014,0.113,0.211,0.042
Modern Art,Magic Realism,Charles Blackman,Flowers turning into the moon,https://uploads8.wikiart.org/images/oskar-kokoschka/bride-of-the-wind-1914.jpg,0.064,0,0.244,0.026,0,0.013,0.013,0.038,0.538,0.218,0.103,0.218,0.051,0,0.115,0,0.026,0.141,0.141,0,0.051,0.013,0.205,0,0.026,0.013,0.026,0.051,0.423,0.192,0.128,0.167,0,0,0.141,0,0.026,0.115,0.128,0,0.051,0,0.154,0.013,0.026,0.013,0.026,0.038,0.628,0.141,0.141,0.231,0.026,0.013,0.038,0,0.013,0.128,0.141,0
Post Renaissance Art,Neoclassicism,Ary Scheffer,Julie Salis Schwabe,https://uploads5.wikiart.org/images/john-gibson/narcissus-1829.jpg,0.154,0,0.077,0.154,0,0.231,0,0.154,0.385,0.385,0,0.077,0.154,0,0.154,0,0.154,0,0,0,0.154,0,0.077,0.077,0.154,0.077,0.077,0.154,0.308,0.385,0.077,0.077,0.154,0,0.385,0,0.077,0.077,0,0,0.077,0,0.308,0.154,0.077,0.077,0,0.154,0.154,0.154,0,0,0.077,0,0.077,0,0.077,0.077,0.308,0.077
Modern Art,Abstract Expressionism,Henri Matisse,Icarus,https://uploads2.wikiart.org/images/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495.jpg,0,0.1,0.1,0.1,0.1,0.1,0.2,0,0.2,0,0.1,0.3,0.1,0,0.1,0.1,0,0.1,0.2,0,0,0.2,0.3,0,0.2,0.2,0.1,0,0.4,0,0.1,0.2,0.1,0.1,0.1,0,0,0.1,0,0,0.1,0,0.2,0.2,0,0.3,0,0,0.1,0.1,0.1,0,0.1,0,0.1,0,0,0,0.2,0
Modern Art,Expressionism,Max Kurzweil,Despair,https://uploads0.wikiart.org/images/joan-miro/the-ear-of-corn-1923.jpg,0,0,0,0,0,0.091,0.364,0.091,0,0,0,0,0.636,0.455,0.909,0.455,0,0,0,0,0,0.091,0,0,0,0.091,0.273,0,0,0,0,0.091,0.545,0.364,0.909,0.273,0,0,0,0,0,0,0.091,0,0.091,0.091,0.545,0,0.091,0,0,0,0.636,0.091,0.545,0.455,0,0,0,0
Modern Art,Neo-Expressionism,Julio Pomar,Kuka-Huka II,https://uploads5.wikiart.org/images/richard-smith/pm-zoom-1963.jpg,0,0,0.2,0.1,0,0.2,0.4,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0.3,0,0,0,0,0.3,0,0,0.3,0.3,0.1,0.2,0,0,0.2,0.1,0,0,0,0,0.3,0,0,0,0,0.25,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25
Modern Art,Surrealism,Jean Hugo,Les plaisirs de la plage,https://uploads1.wikiart.org/images/andrea-solario/man-with-a-pink-carnation.jpg,0,0,0.1,0,0,0,0.1,0,0.7,0.2,0.3,0,0.1,0,0.1,0,0,0.2,0.1,0,0,0,0.1,0,0,0.1,0,0,0.5,0.1,0.3,0,0,0,0,0,0,0.3,0.1,0,0,0,0.111,0,0,0.111,0.333,0,0.111,0,0,0,0.222,0.111,0.222,0,0,0.111,0.111,0.222
Modern Art,Neo-Expressionism,Wanda Koop,"Untitled, from Sightlines",https://uploads0.wikiart.org/images/karl-benjamin/14-1965.jpg,0,0,0.1,0,0,0.2,0,0,0.1,0.2,0,0,0,0,0.3,0,0,0.3,0,0.1,0,0,0.3,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0.222,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.667
Modern Art,Neo-Expressionism,Betty Goodwin,Vest No. 1,https://uploads7.wikiart.org/images/louis-schanker/carnival-1948.jpg,0,0,0.182,0,0,0.364,0.091,0,0,0,0,0,0.182,0,0.182,0,0,0.091,0.091,0.182,0,0,0.182,0,0,0.455,0.091,0,0,0,0,0,0.273,0,0.182,0,0,0.091,0.091,0.182,0,0,0.273,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0.182,0.091,0.364
Contemporary Art,Minimalism,Tess Jaray,Untitled,https://uploads7.wikiart.org/images/gustave-courbet/burial-at-ornans-1849.jpg,0,0,0.5,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.1,0,0,0.5,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.1,0,0,0.3,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5
Post Renaissance Art,Neoclassicism,Fyodor Alekseyev,"November 7, 1824 in the square in front of the Bolshoi Theatre",https://uploads1.wikiart.org/images/xul-solar/palacios-en-br-a-1932.jpg,0,0.143,0,0,0.286,0.071,0.5,0.071,0,0.143,0,0.071,0.214,0,0.214,0.071,0,0.071,0.071,0,0.071,0.071,0.071,0,0.214,0.071,0.643,0.071,0.071,0.143,0,0.071,0.143,0,0.214,0,0,0,0,0,0.071,0.143,0.429,0.071,0.071,0,0.143,0,0.071,0.214,0,0.071,0,0,0.143,0,0,0.143,0.071,0
Renaissance Art,Northern Renaissance,Lucas Cranach the Elder,Stag Hunt of Elector Friedrich III the Wise,https://uploads5.wikiart.org/images/jan-van-eyck/the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg,0,0.1,0.1,0,0.1,0.1,0.4,0,0.4,0.1,0,0.1,0,0,0.1,0,0,0.1,0.4,0,0,0,0.1,0,0.1,0.1,0.3,0,0.2,0.2,0.1,0.1,0,0,0.1,0.1,0,0.2,0.3,0,0,0,0.3,0,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.4,0.1
Modern Art,Expressionism,Max Pechstein,Girl on a Green Sofa with a Cat,https://uploads8.wikiart.org/00151/images/ary-scheffer/francesca-da-rimini-1835.jpg,0.083,0,0.083,0,0,0,0,0.083,0.333,0.167,0.167,0.167,0.083,0.083,0.167,0.083,0.25,0.167,0.167,0,0.083,0,0.333,0,0,0.083,0,0,0.25,0.167,0.083,0.167,0.083,0.083,0.083,0.083,0.167,0.25,0.25,0,0.083,0,0.167,0.083,0,0,0,0,0.417,0.083,0.25,0.25,0,0,0.25,0,0,0.167,0.167,0
Modern Art,Art Informel,Akira Kanayama,Work,https://uploads6.wikiart.org/images/paul-feeley/germanicus-1960.jpg,0.033,0.189,0.067,0.044,0.067,0.222,0.389,0.011,0.022,0.033,0.011,0.044,0.256,0.122,0.244,0.1,0.022,0.233,0.056,0.022,0.011,0.2,0.078,0.033,0.089,0.2,0.422,0.011,0.033,0.033,0.011,0.011,0.211,0.078,0.267,0.078,0.011,0.244,0.044,0.022,0.133,0.033,0.156,0.011,0.022,0.067,0.067,0.089,0.044,0.122,0.044,0.211,0.044,0.011,0.022,0.033,0.033,0.1,0.2,0.078
Modern Art,Pop Art,Rosalyn Drexler,Self-Portrait,https://uploads7.wikiart.org/images/charles-blackman/flowers-turning-into-the-moon.jpg,0.1,0,0.3,0.2,0.1,0.3,0,0,0.4,0,0,0.2,0.1,0,0,0,0,0.1,0.1,0,0.2,0,0.4,0,0,0.2,0.1,0,0.2,0.1,0.1,0.2,0,0,0,0,0,0,0.1,0,0.2,0,0.4,0.2,0,0.1,0,0.1,0,0.1,0.1,0,0,0.1,0,0,0,0,0.4,0
Modern Art,Art Informel,Zao Wou-Ki,Flora and Fauna,https://uploads8.wikiart.org/00151/images/ary-scheffer/julie-salis-schwabe-1850.jpg,0,0,0.3,0,0,0.1,0,0.1,0.3,0.1,0,0.2,0.1,0,0.2,0,0,0.3,0.1,0,0,0,0.4,0,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0.2,0,0,0.3,0.1,0,0,0,0.3,0,0,0,0,0.1,0.5,0.1,0.1,0.4,0,0,0,0,0,0.1,0.2,0
